customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id
"@AppleSupport There is a way to go back to iOS 10, I don’t like iOS 11 my iPhone freeze sometimes and battery drains so fast. IOS 10 was so perfect 👌","Do more from Control Center with 3D Touch. Press firmly on a control to bring up more commands.

Find out more https://t.co/mdWWdDOf2s https://t.co/aVrZZb2Bxg",389329,366138,366059
"@AppleSupport As of yet no, as I only updated a few hrs ago. But I did test on the old version (set alarm 5min ahead) and the alarm worked. Overnight, phone on, alarm set and 3/5 mornings I didn’t go off which caused me to be newly late for work.","@149307 Have you tested things out since updating to iOS 11.1.2? If so, does the issue persist?",149307,146715,146714
@AppleSupport Ever since the update my phone is slower and it won’t connect to websites as fast as it use to,"@569819 We'd love to help. Please tell us about what you're experiencing with your iPhone, so we can take a look into it.",569819,1912971,1912970
@AppleSupport Thank you.,@379053 We'd be happy to help. Here's more information on phishing emails: https://t.co/LNMCdqt6fD,379053,1097780,1097778
@AppleSupport My phone is slow and my battery dies almost instantly,"@482992 If you are having issues with your iPhone, we'd like to help. Please let us know a few details.",482992,1564122,1564121
"@AppleSupport Since the last update, there isn’t an option to disable iCloud music","@404814 In order to disable iCloud Music Library, navigate to: Settings &gt; Music &gt; Disable iCloud Music Library. See if that helps.",404814,1213484,1213483
@AppleSupport Lol thanks...sorry for so many exclamations 😅,@509250 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,509250,1673557,1673556
@AppleSupport Alarms didn’t work 3/5 times this week on version previous version to 11.1.2 (11.1.1??). I just updated today,"@149307 We certainly don't want you missing out on anything, so it's important for your alarms to work as expected. If they aren't, go ahead and let us know which iOS version you have installed under Settings &gt; General &gt; About.",149307,146712,146711
"@AppleSupport Yes, happens with YouTube, Twitter videos, and televised games that I watch.","@359110 Let’s get your videos back to normal. To begin, let us know if you notice this with a specific app, or multiple?",359110,1010494,1010493
"@AppleSupport Thank you. 6s Plus, 11.1.2/up to date per settings.","@776312 We want to help. To start, what version of iOS is running on your iPhone? You can check in Settings &gt; General &gt; About.",776312,2779317,2779319
@AppleSupport the boxes as well,@499249 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,499249,1631276,1631277
"@AppleSupport Hi! What I wrote - I don't think this is an IPS panel as it was advertised. View angles are much worse than on the 4s, and there is huge gamma shift, even between what ones sees with his 2 eyes. It's a poor quality screen.",@751157 We'd like to help. What exactly is happening?,751157,2666198,2666196
@AppleSupport Backup failed! It's simply not good enough. Everything since march is lost!,@464816 We want to do everything we can to help you with your phones. Can you explain what exactly is happening with your devices?,464816,1484824,1484823
"@AppleSupport Yeah, see that's what I thought. Except I enter UN/Pass, do the 2-factor auth. and it refreshes and asks me to sign in again...",@571548 We can help with that. You can review your repair status and other details here: https://t.co/PfScYeIExA DM us any questions. https://t.co/GDrqU22YpT,571548,1919795,1919794
"@AppleSupport Yep, everything else came through except photos/albums",@155299 well let's see where those have gone so you can get this iPhone set up at last! Did other iCloud content come over already like contacts?,155299,168887,168886
"@AppleSupport I️ have the iPhone 8, and yes everything is up to date.","@170495 We certainly want you to be able to enjoy your iPhone and we'll do all we can to help. To start, which iPhone do you have and have you updated to iOS 11.1.1 to help with the predictive text issue? If not, give that a try and let us know how it goes.",170495,228560,228559
@AppleSupport I have restarted multiple times and it’s every single alarm.,@286182 We know how important it is to have your alarms working properly. Is this happening with all alarms? Have you tried restarting?,286182,696502,696501
@AppleSupport How do I do this? https://t.co/mscQ4GjdIx,@756455 Thanks for reaching out. You can search in the App Store for Mail in order to reinstall it to your iPhone.,756455,2690805,2690804
@AppleSupport But I want to add things in a calendar event from iPhone. How is that so difficult? Sometimes it’s just a sceeenshot &amp; not necessarily a tkt,@483604 Thanks for reaching out. You can add that pass on your iPhone in Wallet. Check this out: https://t.co/hemaqGXCcI,483604,1566885,1566884
"@AppleSupport Yes i have update but the issue persistence continuous 
😭",@299833 Is the iPad updated to 11.0.3? https://t.co/80YRnjDFDk DM us and also let us know the country you're in. https://t.co/GDrqU22YpT,299833,1847272,1847271
@AppleSupport Apple Pay has gotten worse with face recognition. With fingerprint it was very fluid and fast. Now it’s slow an works 50% of times first time.,"Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQHQ https://t.co/MRTvUxiA4i",137093,541015,540937
"@AppleSupport It happened once, I reviewed the footage after I stopped the record. Then did another take and didn’t happen.",@495900 We'd be happy to look into this with you. Does this happen with each recording? Which iOS version are you using?,495900,1617226,1617224
@AppleSupport @418918 Same problem iPhone 6s freezes multiple times a day. Only solution is to do a reset.,"@418918 
We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT",539689,1277194,1277192
"@AppleSupport I have the High Sierra version ! It doesn’t crash the application it just ends the call. Now if I don’t open iTunes i can’t forward or rewind a song, I have to be on the app then exit .. it’s just all malfunctioning","@596017 We're happy to look into this with you. To clarify, which exact OS version did you update to? Also, does the call just end when you pause the song or does the FaceTime application crash?",596017,2297349,2297348
"@AppleSupport iPhone 7+, iOS 11.2, and it happened when I updated to iOS 11","@289652 We'd love to lend a hand! Which iPhone are you using, what iOS version is on it, and when did this issue begin?",289652,709510,709512
"@AppleSupport Thanks girl! 

Sis @107462 ⬇️","@781040 Good to know. We have had some updates since iOS 11.1. We suggest backing up your iPhone to start. Then update iOS to its latest version. If the other party you're trying to FaceTime isn't fully up to date, you may want to let them know to update as well.",781040,2799439,2799438
@AppleSupport Please sort out the battery issue. Getting beyond a joke now !!,"Seeing an i️ whenever you type “i"" in iOS 11.1? 

Fix it by installing the latest software update.
https://t.co/NX7ObPTLvY",645453,612884,612853
@AppleSupport Please fix #IOS11 ASAP! New update! My phone has never been worse than this! It’s useless @AppleSupport,"You can now add more controls to Control Center in iOS 11. Here's a guide. 
Learn more https://t.co/D5hw2gyots https://t.co/cpVyAGxQAg",536529,307394,307332
@AppleSupport Too late I’m team @1647,"@670142 We can help you with your keyboard. First, back up and update your iPhone as our article explains: https://t.co/80YRnjDFDk Once you've got iOS 11.1.1, DM us if you still have issues typing the letter i. https://t.co/GDrqU22YpT",670142,2310640,2310639
@AppleSupport Thank you!,@511670 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,511670,1683386,1683385
@AppleSupport Figured it out. Deleted folder on Mac then immediately emptied trash before folder could reappear. Worked for both docs &amp; desktop.,@342226 Thanks for letting us know. Are they reappearing on both devices?,342226,937467,937465
"@AppleSupport Restarted and is fine.with 11.0.2 I noticed that it was really slow calculating the route,thought was a connection problem",@391767 How long has this been happening? Do you still experience this after restarting the device?,391767,1155267,1155266
@AppleSupport Right you didn’t even bother to respond to my request three weeks ago when I DMed you twice at your request,@506045 We can help. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,506045,2697266,2697265
@AppleSupport It’s been like this for a week or so.,@134431 Hey there! We'd be happy to look into this with you. Can you tell us which device and version of software you're using? When did this issue begin?,134431,2890710,2890709
@AppleSupport I sent a DM.,@211150 We're happy to help however we can. What issues are you currently experiencing with your battery life? DM us if needed. https://t.co/GDrqU22YpT,211150,402263,402264
@AppleSupport It’s a lack of correspondence between the the Music app and iTunes Store app.,@572881 Being able to access your purchased music in the iTunes Store is important. Let's work together. Can you provide us which device you're using when viewing your purchased music? If the music doesn't show as purchased can you provide what it shows as?,572881,1924650,1924648
@AppleSupport Thank you!! 🙏🏽,"@701339 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",701339,2446416,2446417
@AppleSupport ... it’s still there!! https://t.co/Sv4EOlB4k5,"@193757 Great, it always good to have the latest updates. Can we get a little more info of what the issue is with the watch and music?",193757,326395,326394
@AppleSupport  https://t.co/cQqr91mmYN,@127757 Are you turning it off in Control Center? That would just disconnect you from any current connections: https://t.co/G7BHuQnDS6,127757,52276,52274
@AppleSupport Can’t I publicly ask a question so more customers can get answers more efficiently and quickly?,"@400981 We want to help you. DM us, and we'll see what we can do. https://t.co/GDrqU2kzhr",400981,1195838,1195837
@AppleSupport Largest problem is the phone frequently will not wake from sleep. Can happen mutiple times within a hour. Phone is in perfect condition.,@349960 We definitely would like to help. Could you tell us which Apple device and iOS 11 version you're using?,349960,968720,968718
"@AppleSupport Yes contacts are on my phone, no restarting has not solved anything","@698753 We want to help. So your contacts are still on the phone, they are just not showing up in a search? Does restarting fix the issue?",698753,2435328,2435327
@AppleSupport Yes all contact and all locations.,@371772 Does this happen with all contacts? Do you experience the delay in multiple locations?,371772,1066884,1066883
@AppleSupport DM sent. Thank you,@464716 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,464716,1484389,1484390
@AppleSupport 11.0.2,@489676 We'd like to help with this today. What version of iOS shows in Settings &gt; General &gt; About?,489676,1593258,1593257
"@AppleSupport Update IOS, Battery then immediately failed, paid $100 and 3 hours to get fixed, @AppleSupport gets me to discuss in private DM but only gives excuses. We all know ios11 kills batteries but Apple won’t admit. Not cool. #conspiracy",@691958 Sounds like you've been working with our colleagues. We'd love to get caught up on that conversation. Please join us in DM so we're able to gather some additional details. https://t.co/GDrqU22YpT,691958,2405928,2405927
"@AppleSupport Tried that.Then told the IVR I wanted to buy a watch,immediately spoke to someone who said my issue needs after sales support.No answer","@431918 Our Online Sales Support would be best suited to assist you, you can reach them here:  https://t.co/8yjRd1Xo0i",431918,1337274,1337273
@AppleSupport I'm having difficulty transferring single files (photo and video) from iPhone 6S+ to MacBook Pro and from iPhone 6S+ to another iPhone 6.,@219069 Are you having the same experience when trying to AirDrop one file at a time? Is the experience the same with both devices?,219069,438041,438040
@AppleSupport Thanks for replying me. But shouldn't Apple make iPhoneX updates available to iPhoneX only? This is my question.,@285604 That's a great question. Each update also includes security enhancements that we can all benefit from. You can learn more here: https://t.co/xITXjKJfRv,285604,694493,694492
@AppleSupport yes all of my recently deleted pictures photos have been emptied. I do have videos,"@583509 Next, have you made sure all of your recently deleted photos have been emptied? Do you also have video?",583509,1969756,1969757
@AppleSupport i did all the stuff it said to do and it's saying that i cant update and need to factory reset :( why?? there was nothing wrong with my phone and this was completely out of the blue :( all my notes and voice notes will be lost and there's important stuff on there :(,"@725012 Hey, we'll do our best to help you get your iPhone back up and running. If it won't power on, try the steps here: https://t.co/c3jtCmHUBM Let us know if that helps.",725012,2552462,2552461
@AppleSupport I have an iphone 6 and yes I have the latest version of the iOS 11 update.,@299678 We'd like to help with both issues. Which iPhone model do you have and is iOS 11.0.2 the version installed? Any steps tried?,299678,751765,751764
@AppleSupport we’re both using the same apple id. she doesn’t have an apple music so she’s just listening to a song she BOUGHT on itunes yesterday . i pay for individual apple music monthly . w,@236213 We’d like to help with your Apple Music.  Is she also using Apple Music?  Are you both using the same Apple ID?,236213,506468,506467
@AppleSupport YES!,"@770594 Thank you for confirming that. You're only noticing this in the Alarm app, right? Watching videos and listening to music still work as expected?",770594,2752716,2752715
@AppleSupport Nope that made no difference 😫,@445835 We can certainly take a look. Does the issue persist after restarting your iPhone? What iOS version is installed?,445835,1401365,1401363
@AppleSupport DM sent,@409611 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,409611,1234754,1234753
@AppleSupport Pics on google images.,@670640 We'd love to help! Is this occurring for all new photos taken with your device? Or is it occurring on existing photos that were previously clear and sharp? Please let us know all about it.,670640,2786385,2786384
"@AppleSupport Also a question: using polyurethane (or similar) covers vs heat dissipation while on heavy use (gaming, HD videos, etc.). Ok or not ok? :)",@388042 We'd be happy to look into this with you. Can you provide us which iOS version you're using? https://t.co/ZTw54HL4Rm,388042,1138004,1138002
@AppleSupport It’s a MacBook Pro ‘13,@640057 We'd love to help you out. Please let us know which device you want to add your account to.,640057,2185510,2185511
"@AppleSupport Yes it’s unresponsive only when it has the screen protector. I’ve tried to restart, turn off &amp; on again, changing some settings &amp; nothing helped. This began as soon as I updated my Apple Watch",@573842 We'd like to see how we can help. Does this behavior persist if you restart your Apple Watch? Is the display completely unresponsive with the screen protector in place?,573842,2280266,2280267
@AppleSupport 12 days!!! Stupidest thing ever!!!!😡,@304773 Let's help get you into the right hand. Reach out to us via: https://t.co/UJm15vmMM2 and we can go from there.,304773,773517,773515
@AppleSupport no i dont,@174192 Let's work together to get your photos back. Do you use iCloud Photo Library to manage your photos?,174192,245106,245105
@AppleSupport Ok so once I can get in to the tv app it’s fine.  It I have to be connected to the store to get it. Can I change that?,@349069 Great! So glad to hear it's working. We're here for you if you have any other questions.,349069,965352,965349
@AppleSupport It's all good I'm at @32019 in Apple getting everything covered now,"@739039 We're here for you. If your iPhone is disabled, you'll find assistance at the following link: https://t.co/F1QfwW1u1N

Let us know if this helps out and we'll go from there.",739039,2614303,2614302
@AppleSupport I restarted but that did not help,@199848 We're happy to help. We'd like to have you restart if you haven't already: https://t.co/n9BF3L9h6y,199848,1690084,1690080
@AppleSupport @666580 I have the same issues with exactly version 11.1.1 - updated two days ago and wished I had left my iPhone 6Plus alone.,"@666580 We're sorry to hear you're having issues with battery life. We can help. To start, are you referring to iOS 11.1.1? You can check under Settings &gt; General &gt; About. 

If so, do you recall when you updated?",666579,2295656,2295657
"@AppleSupport Gone after reboot! Should have tried that first, QA testing for Apple. 👨🏽‍💻","@678714 That certainly isn't normal. Let's get that resolved. First, does it persist even after restarting your Apple Watch?",678714,2347681,2347680
"@AppleSupport Yes, it is. The playlists finally synced on both iPhones like a couple hours ago without having to do anything",@488844 Thanks for reaching out. Is iCloud Music Library turned on for both devices? Here's how to check: https://t.co/9VQ9VywZJ2,488844,1589867,1589866
"@AppleSupport either way, I don't think it should be using a whole 4GB's.","@794341 The software version itself doesn't affect the storage capacity, it's just the software in general that's using storage.",794341,2858314,2858313
@AppleSupport Yes these are the original EarPods that came with my iPhone 6s,@158590 We'd love to help. Are these the original EarPods that came with your device? Let us know in DM. https://t.co/GDrqU22YpT,158590,181345,181346
@AppleSupport Roaming was off. I have turned this on and will give feedback. Thank you,"@384808 Under Settings &gt; Cellular, is cellular data on?",384808,1122794,1122793
@AppleSupport 11.0.2,"@201084 We're here for you!  Which device is this occurring on?  Are you on iOS 11, 11.0.1 or 11.0.2?",201084,359278,359282
"@AppleSupport Thanks, yes it’s iOS 11.1.1 and I’m using iPhone 6","@696604 We'll be happy to work through this to figure out what's happening with the Podcasts app. To start, could you confirm what type of device you're using? Along with that, when you say new update, are you referring to iOS 11.1.1?",696604,2425857,2425856
@AppleSupport I thought you’d understand “latest” https://t.co/5xMEpUkhzI,@458042 Let’s investigate this together. Check Settings &gt; General &gt; About and DM us your exact version to begin. https://t.co/GDrqU22YpT,458042,1456454,1456460
@AppleSupport 11.0.3   iPhone 7,@394468 Let's look into this together. Could you tell us which Apple device and iOS version you're using?,394468,1166860,1166864
@AppleSupport only the last notification of three or four,@479623 We'd like to look into this with you. Does this happen with every notification? Try a restart: https://t.co/OWRDHWSt4h,479623,1549468,1549466
@AppleSupport Yes i brought a new cord n i do charge it from battery back up some time,@321939 Have you tried more than one cord?  Are you charging via an outlet or plugged into a computer?,321939,883560,883559
"@AppleSupport hello my phone slows down after recent updates, even the caller is watching the screen 10 seconds later",@526636 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,526636,1746877,1746876
@AppleSupport Thx that’s what I need to know days ago,"@254308 Let's see if the steps here help you get those attachments added: https://t.co/eQjE0EuD2u If not, join us in DM and we'll take a closer look. https://t.co/GDrqU22YpT",254308,631879,631878
@AppleSupport @AppleSupport @116333 once legal process start don’t come to me saying you wanted to help. I’ve saved screenshots of all tweets &amp; I will present it in court to show Apple got every opportunity to reconcile - one even after initiating legal process. Now ball is in your court.,"@244623 Thank you for your time and patience. Again, we're happy to do anything we can to help. DM us and we can go from there. https://t.co/GDrqU22YpT",244623,537637,537636
@AppleSupport When I put the radio on it does that by itself I’m not even touch my phone it’s like a ghost or something,@160184 Thanks for reaching out. Are you saying that the station is displaying the same songs over again? Would you mind clarifying?,160184,188301,188307
@AppleSupport Yesterday they turned everything off on my phone. Background refresh and notifications,@311986 That's a big drop for sure. Let's look into what's causing this. What model iPhone and iOS version do you have?,311986,805675,805674
@AppleSupport ...range of my iPhone when messages fail to send.,"@553398 Have you restarted both the iPhone and Watch? If not, please do so now. Then test to see if you’re able to send a message.",553398,1847929,1847930
"@AppleSupport oh it’s only happening in my self made album playlists, so maybe a sync with Mac tonight may sort it. In Library: Albums the order is fine","@431516 We can look into your music together. Are the track numbers ascending, or the titles?",431516,1335362,1335361
@AppleSupport Purchased new cables from Apple,@774790 We'd be happy to look into this with you. Did you replace the cables by purchasing new cables or were they replaced by Apple?,774790,2771803,2771802
@AppleSupport Ok thanks no I know all these tips. My battery lasted all day before the iOS update. It’s the update not my settings.,@441384 Publicly we can offer some basic steps to dig deeper we'll need to work in DM. Let's start here: https://t.co/bivpdfBNJ6,441384,1441521,1441520
@AppleSupport i re started the phone . the problem still continue when i use headphone ( bose) ? do you have another tips ? i am quite annoyed,"@668230 If you haven't already, restart the iPhone: https://t.co/OWRDHWSt4h Does this continue after restarting?",668230,2302804,2302805
"@AppleSupport No worries, I was just curious, thanks. I currently have an iPhone 6, will probably upgrade to an iPhone 8.","@516505  We'd like to understand more about your concern. To get started, send us a DM with your device model. https://t.co/GDrqU22YpT",516505,1703852,1703851
@AppleSupport My phone is still new I never got the chance to get into the menu! I tried restoring my old back up from my old phone but it was failing because my new phone had an older iOS so I updated it through iTunes and since the only thing I see is the Apple logo,"@262663 Is this only happening when you try to update your iPhone? How are you trying to update your iPhone, with iTunes or though settings?",262663,601365,601364
@AppleSupport Thank you.,@246294 We'd love to help.  Please tell us more about what you are experiencing specifically with copy/paste.,246294,990425,990424
"@AppleSupport This is not a solution. You force users to update. But I don't want to update. iOS don't need to remind me all the time, that updates are available. I want to go manually check for updates. This is not user friendly.",@804901 That's a great question!  The notification is there to remind you that an update is available for your device.  You'd need to install the update to remove the notification.  DM us if you have any additional questions: https://t.co/GDrqU22YpT,804901,2906779,2906778
@AppleSupport I restarted my phone 2x,"@710366 Thanks for that. It sounds simple sometimes but in this case, it can be helpful to restart the iPhone. Have you tried that yet?",710366,2487113,2487112
@AppleSupport Sent u details thanks,@177699 Thank you for that information. Let's continue in DM. https://t.co/GDrqU2kzhr,177699,259443,259442
@AppleSupport  https://t.co/VV6JXgRHA8,"@720964 We'd like to look into this with you. To get started, let us know the exact iOS version (Settings &gt; General &gt; About) installed.",720964,2533580,2533579
@AppleSupport Thanks for the response. I have given a detailed description of the issue in PM. Please read that and let me know if it can be fixed.,@386807 We want to help. Were they turned off in Control Center or Settings? Check out the new Control Center: https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT,386807,1828185,1828184
@AppleSupport Oh wow thank you,"@662582 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",662582,2278856,2278857
@AppleSupport Yeah I have it on but my music had disappeared ? I’m so confused,"@220758 We want you to be able to have access to your music, and we'd like to help. Do you have iCloud Music Library enabled? Here's how to check: https://t.co/9VQ9VywZJ2",220758,446488,446487
"@AppleSupport Yeah that wasn’t the point of the message, try again.","@203884 Thanks for reaching out to us. For info on Bluetooth and Wi-Fi in the Control Center, see this link: https://t.co/G7BHuQnDS6",203884,371131,371130
@AppleSupport Can we reconnect on this,@204096 Let's take a closer look here's a link to DM us. https://t.co/GDrqU22YpT,204096,371900,371899
@AppleSupport I did that...,@769032 We want to help to the best of our ability. Please select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,769032,2746190,2746189
@AppleSupport I did already ! Thank you for helping,@667867 We want to help with any issues you're having with your iPhone 5s. We're iPhone users ourselves and we understand how important it is to have your devices working as expected. Could you DM us details on the issues you're experiencing? We'll work with you there. https://t.co/GDrqU22YpT,667867,2301164,2301163
@AppleSupport I did. It’s still the same. Look ios 10 was perfect. It is bs to whoever decided to unsign ios 10 when 11 was a complete bs. My phone can’t run ios 11 that smoothly or vice versa or whatever. I want my iOS 10 back. Or I’ll switch back to samsung...,@706818 We're here to help. Have you updated your iPhone to iOS version 11.1.1?,706818,2471314,2471313
@AppleSupport My Apple ID has been in recovery for 3 days since I broke my phone and I wanna know how much longer cause I'm going crazy,@464091 Hi. What can we help with today?,464091,1481906,1481905
@AppleSupport You should have fixed it in the update. I still don’t think it’s working,@483388 We know you do. Let's get that working. Follow the steps here: https://t.co/xXaXeeSRt9 That should get it working for you.,483388,1565966,1565965
@AppleSupport It worked on my side but is still showing the same error when I post messages. See below. Please help. https://t.co/pfjOdoF5Xa,"@477290 Thanks for reaching out to us. If you're on iOS 11.1, try these steps: https://t.co/xU1AGHStV6",477290,1539936,1539934
@AppleSupport THANK YOUU,@292786 We've got your back! Try the steps here and DM us if the issue continues: https://t.co/h4lWnuqNEm https://t.co/GDrqU22YpT,292786,721788,721787
"@AppleSupport Just did, check DM",@423343 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT,423343,1297979,1297978
@AppleSupport Oh I will,"@559735 
We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT",559735,1874965,1874964
"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.","@384159 Let's begin by restarting the iPhone and making sure we're connected to Wi-Fi then checking again. If the issue persists, we can then attempt via iTunes and see what it's showing us.",384159,2286749,2286748
"@AppleSupport i tried updating but it keeps saying i’m not connected to the wifi when i am. i restarted my phone, it keeps saying it.",@526950 We have released 11.1. Make sure you have a backup and then go ahead and get your iPhone updated: https://t.co/80YRnjDFDk,526950,1748062,1748061
@AppleSupport please answer your DMs.  It's straight up torture that you would tell me to DM you and then you don't reply.,@684677 We'll do everything we can to help you out with this situation. Please meet us in DM and we'll go over your best options from there. https://t.co/GDrqU22YpT,684677,2373280,2373279
"@AppleSupport Let me know if I should delete this tweet after you get the details, as I assume it’s a safe pic. https://t.co/ouTOVeTsmf",@355557 We'd like to see what's happening with your Safari! Which Mac and OS are you using?,355557,1920122,1920121
@AppleSupport Thanks! Mine doesn’t do that luckily! It’s just everyone else’s I guess!,@175408 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,175408,1763729,1763728
@AppleSupport Only been happening in messages so far. iPhone 7 and it’s the latest iOS version 11.0.3?,@314071 Let's check it together.  Does this happen only in Messages? Which iPhone model do you own? What's the iOS version?,314071,814923,814922
@AppleSupport 🤦🏼‍♀️i know i’m not that stupid i’m just asking if is it possible to have this one-handed keyboard thing gone i don’t want to use it at all,"@450029 When using one handed keyboard, simply click the arrow on the side of the keyboard to recenter.",450029,1419675,1419674
@AppleSupport about a week ago,@668808 We can take a look into this for you. When did you first encounter this issue?,668808,2305133,2305132
"@AppleSupport I know how to do that, my problem is that my WiFi will turn on by itself and connect to a network that’s locked so I’m always having to turn it back off, it’s just frustrating","@149682 If you are using Control Center, that works differently in iOS 11. You can read more here: https://t.co/G7BHuQnDS6. If you turn that off in Settings &gt; Wi-Fi, does that stay off?",149682,148079,148078
@AppleSupport The newest update &amp; it’s still acting crazy smh,@661416 We want to help. Which version of iOS do you have installed on your device? You'll see this in Settings &gt; General &gt; About.,661416,2273960,2273961
"@AppleSupport As I was expecting, the issue was returned. Just over 1 hour after following your advice to toggle Show Previews, I’m back at square one. iOS 11 has been a disaster. Very diaspointed in you @115858. At this point, I ask for iOS 10.x. Can I please downgrade?
#iosbugs https://t.co/opDE9M4WPo",@316193  We thank you for the update and image posted. Have you toggled off and on Show Previews? You can find this under Settings &gt; Notifications? Send us a DM and let us know. Let us look into this with you. https://t.co/GDrqU22YpT,316193,2747314,2747313
@AppleSupport Please... this is my 5th iPhone. I’ve NEVER seen it this bad. I just took a bus from jersey to Manhattan. 30 minute ride. Battery drained 20% browsing twitter.,"@118930 Thanks. Did you already try our suggestions to help maximize battery performance found here: https://t.co/TpjqFp3jxD
Send us a DM and let us know the results. https://t.co/GDrqU22YpT",118930,126393,126392
@AppleSupport I reset my router and that seem to fix he problem,@211923 Let's look at this together. Which software version are you using?,211923,406655,406653
@AppleSupport I️ have 11.0.3,@117650 Let's team up and get the exclamation point working right. Which model do you have? Is iOS 11.1 installed?,117650,9184,9185
@AppleSupport It happens randomly when we are FaceTiming eachother. We can be in the middle of the call and it randomly disconnects. Another strange thing is that we won’t be able to text eachother randomly sometimes. We know it’s not the WiFi because we can do other things and text other ppl.,"@413808 Does this happen when you call them, when receiving calls from them, or both?",413808,2573965,2573964
@AppleSupport Setting Siri up. It can’t hear me. I know the mic works as I can ask google questions. Everything is turned on and even tried turning phone off/on.,@711898 We'd like to help with getting Siri working again. What aspect of this feature is not working? Please explain further.,711898,2493920,2493919
"@AppleSupport Thanks, your instructions worked.  For some reason, my home page got switched to Yahoo.  Ick.","@189851 While Safari on iOS already shows your Favorites when opening a new tab or window, if you don't see this on macOS, you can go to Safari in your Menu Bar &gt; Preferences &gt; General &gt; Change new windows and tabs to open to 'Favorites'. For more info: https://t.co/SN3MLjBGgQ",189851,2441849,2441848
@AppleSupport iPhone 6s and iOS version 11.0.3.,"@365204 We're happy to help. To start, can you tell us which device model and exact iOS version you're using?",365204,1036550,1036549
@AppleSupport Done!,"@800499 Hey there! We certainly don't want Twitter to fly away, so we'd love to investigate what's going on. Which iPhone model are you using? Which version of the operating system is it running? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT",800499,2886266,2886265
"@AppleSupport Yes, and I reset it","@252873 Thank you for reaching out. Let’s work together so you can completely enjoy that new iPhone X. To start, have you tried restarting the iPhone since this started happening?",252873,566723,566722
@AppleSupport TAHT DOESNT WORK,"@468638 Got it. Let's review the steps at https://t.co/U53YusKX3z with focus on carrier settings, and DM us if it helps. https://t.co/GDrqU22YpT",468638,1502029,1502028
@AppleSupport Okay DM sent.,@711884 Got it. Could you DM us and we can continue from there? https://t.co/GDrqU22YpT,711884,2493861,2493860
"@AppleSupport I’ve done it already. I’ve called, talked through online chat, contacted senior advisors and no one really cared about my problem.","@439836 Definitely not what we want you to experience. Please DM us &amp; let us know all about it, including which iPhone model you're using. https://t.co/GDrqU22YpT",439836,1492182,1492180
@AppleSupport It's a long story. I have a callback scheduled from Tech Support this morning. We'll see how that goes.,@175302 Send us a DM and let us know more about the issue you're experiencing. https://t.co/GDrqU22YpT,175302,1508004,1508003
@AppleSupport Your phone in call log iOS doesn’t Show the message log like sent and received .,@308070 We'd like to continue with you via DM. Send us a DM and let us know which device you're using: https://t.co/GDrqU2kzhr,308070,848292,848286
@AppleSupport But how am I️ supposed to defend you to Android users when you can’t even get one letter right 😭,@520239 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,520239,1718179,1718178
@AppleSupport Billing problem but I haven’t purchased anything recently,@536747 What happens when you try to download apps? Let us know so we can help.,536747,2397957,2397956
@AppleSupport Most of the applications.,@308029 Thank you for reaching out to us. Do you notice this with notifications for all apps or just from this one shown?,308029,788356,788355
@AppleSupport Apple store said no issues after 2 repair places said rapid drain &amp; percent jumping all over the place is defective,@301554 We want to make sure your battery is functioning as best as it can.  Which iPhone and exact iOS version are you running?,301554,759854,759852
"@AppleSupport iPhone 8 plus. It happens in every app. Whenever I multitasks or type too fast it stutters, and it never did that prior to the OS update I did. Here’s an example: https://t.co/mA70NZuc39",@680399 You’re in the right spot and we’ll do everything we can to help you with this. What model iPhone are you using? Does this only happen when certain apps are open?,680399,2355065,2355064
@AppleSupport There are not any updates and I'm running the iOS 11.0.03,"@588045 Happy to help out. Are you showing any updates for the app in the App Store? Also, what's the exact iOS version running?",588045,1986552,1986551
