golden_id,customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id,intent,annotation_notes,predicted_intent,confidence,second_intent,second_score,intent_margin
184,"@AppleSupport I recorded a 2 minute video, about half way the audio cut out",@231135 We'd love to help. What sort of behavior are you seeing when you try?,231135,1221923,1221922,services_media,,services_media,0.29426270723342896,hardware_device,0.2278704196214676,0.06639228761196136
185,@AppleSupport I’m sorry but that didn’t fix a thing 🤷🏽‍♀️,@528882 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,528882,1756425,1756424,general_troubleshooting,,general_troubleshooting,0.36355334520339966,services_media,0.24699674546718597,0.11655659973621368
186,@AppleSupport iPhone 7s plus. iOS 11.0.3. Whenever I turn my WiFi’s off I have no LTE or anything,@386791 We'd like to look into this with you. What kind of iPhone do you have? What is your current iOS version?,386791,1132182,1132181,connectivity,,connectivity,0.3508356213569641,software_update,0.28897160291671753,0.06186401844024658
187,@AppleSupport WiFi &amp; 4G,"@231163 Is this happening with videos recorded by your iPhone as well, or only when you are watching videos using apps such as YouTube, Twitter, etc.? Are you connecting to cellular data or Wi-Fi when noticing this behavior? Also, does restarting help at all?",231163,488007,488006,connectivity,,connectivity,0.3030620813369751,general_troubleshooting,0.23957030475139618,0.06349177658557892
188,"@AppleSupport I’ve done both. In iTunes it wasn’t there at all, it just said purchased. Thank you for replying.",@223857 Are you currently in the iTunes Store app or are you inside the Music app? If in the iTunes Store then you'll want to look up the album in the Music app.,223857,458393,458391,services_media,,services_media,0.3372570276260376,general_troubleshooting,0.32062941789627075,0.016627609729766846
189,"@AppleSupport @684185 My wife has been having the same issue for the past hour and a half. She cannot login to iCloud from the website, or from any of her devices (which are all up to date). Looks like many others are having this issue too:
https://t.co/cPj1MTur4J","@684185 Thanks for those details. Do you have any other devices signed into iCloud currently? If so, are they throwing up a server error when attempting to connect to your iCloud mail?",548079,2371096,2371094,account_access,,account_access,0.5375518798828125,services_media,0.30727773904800415,0.23027414083480835
190,"@AppleSupport The problem persists after rebooting it in safe mode. Only this time, instead of just showing the pinwheel, segments of the screen horizontally fade in until the page reloads. Almost like a PowerPoint slide exit.",@808561 Does this happen while using any specific applications? Have you checked to see if the issue persist after booting into safe mode? Safe mode will also clear the system cache. Let's test that out: https://t.co/PQ4LSYhUTY Let us know the results.,808561,2921524,2921523,hardware_device,,hardware_device,0.21427467465400696,services_media,0.1837264597415924,0.03054821491241455
191,@AppleSupport Thank you for the reply. I would like to change my shipping information that I entered correctly but YOUR website changed AFTER checkout.,@306852 Thanks for reaching out to us. We would love to help you. Please tell us how we can support you.,306852,1948370,1948371,order_purchase,,order_purchase,0.30236726999282837,billing_payment,0.23200353980064392,0.07036373019218445
192,"@AppleSupport As it seems to be a widespread problem, perhaps you can tell me by public message.",@142155 Thanks for reaching out to us. We'd like to work closely with you and get your iPhone working properly. Please join us in DM and we'll get started. https://t.co/GDrqU22YpT,142155,117939,117938,general_troubleshooting,,general_troubleshooting,0.514224648475647,services_media,0.389423668384552,0.12480098009109497
193,@AppleSupport yes but i don’t get why it said my phone was dead when it was charging perfectly fine the afternoon before,@297222 We want to help get your day started on the right foot. Is your iPhone charging normally now?,297222,741014,741013,battery_charging,,general_troubleshooting,0.32778823375701904,battery_charging,0.2771049737930298,0.05068325996398926
194,"@AppleSupport Yea I've sent you a DM, so many problems with Apple this year.",@580060 We'd like to help with any iCloud issues you're experiencing. Please DM us all about it &amp; any steps you've tried so far to proceed. https://t.co/GDrqU22YpT,580060,1954029,1954028,general_troubleshooting,,general_troubleshooting,0.4451659321784973,account_access,0.4309917390346527,0.014174193143844604
195,"@AppleSupport 11.1.2 version and whenever I search an artist and select a song to play, a screen pops up saying I’m already a registered member for Apple Music. Won’t let me play anything other than what’s in my library OR I have to select and album and shuffle.","@814889 We'd love to look into this with you!  We definitely want you to be able to enjoy your music.  To start, can you tell us what happens when you try to listen to music? Also, what iOS version are you currently on?",814889,2950958,2950955,services_media,,services_media,0.5050911903381348,general_troubleshooting,0.2802736163139343,0.22481757402420044
196,@AppleSupport Is Apple ever going to fix the Bluetooth problem. I can’t connect to my car and my@Pokémon go plus?,"You can now add more controls to Control Center in iOS 11. Here's a guide. 
Learn more https://t.co/D5hw2gyots https://t.co/cpVyAGxQAg",219067,307390,307332,connectivity,,general_troubleshooting,0.4391601085662842,connectivity,0.3972194790840149,0.04194062948226929
197,"@AppleSupport 
Current version iOS 11.0.3","@567886 Just to confirm, which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.",567886,1905796,1905795,general_troubleshooting,,general_troubleshooting,0.33267176151275635,software_update,0.3126757740974426,0.01999598741531372
198,"@AppleSupport It’s asking me to input my payment details again even though it’s already in there and when I do, it declines my card. I tried both WiFi and cellular data neither works. I tried signing in to another Apple account and that didn’t work either.","@801124 We want you to be able to update your apps, and we'd like to help. What happens when you try to update? Also, are you using a Wi-Fi or cellular data connection?",801124,2889449,2889448,billing_payment,,billing_payment,0.31773191690444946,account_access,0.2922970652580261,0.02543485164642334
199,"@AppleSupport I've spent my whole day at your woodfield &amp; oakbrook apple locations, as well as put in my CC info and still don't have a working phone...",@398649 We can understand needing access to your iPhone and we'd like to get it working right again. Please DM us here: https://t.co/GDrqU22YpT,398649,2464424,1185061,general_troubleshooting,,general_troubleshooting,0.3428996503353119,account_access,0.2933395206928253,0.04956012964248657
200,@applesupport I was used Wi-Fi connection,@460805 Downloads are dependent on the network connection. Are you doing this over Wi-Fi or cellular data?,460805,1468296,1468295,connectivity,,connectivity,0.3328399360179901,general_troubleshooting,0.31153327226638794,0.021306663751602173
