customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id,intent,annotation_notes
@AppleSupport Why thank you 🤙🏼,@530455 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,530455,1763097,1763096,,
@AppleSupport I’m using 11.0.3... I can't update any application. Have been like three days with the same problem.,"@567882 We'd like to help. What happens when you try to use the App Store? Also, which device and software version are you using?",567882,1905764,1905763,,
@AppleSupport see Vid - and iphone7,"@179299 We'd love to help out. Can you tell us which device, you're using? Also, what happens when you try to turn off Keychain?",179299,265702,265701,,
@AppleSupport It happens with the lighting earphones I haven't used the regular ones with the dongle.,@817563 Thanks for letting us know. Which version of iOS are you running on the iPhone currently? Does this happen when headphones are plugged in and through your speakers as well or only when headphones are plugged in?,817563,2962882,2962881,,
@AppleSupport All apps are updated and biggest problem comes in dial pad for dialing phone!!most of the times touch pad don’t work when we have to call,"@614404 Alright, no problem. Let us know if all the apps are currently up-to-date in DM. We’ll continue troubleshooting there. https://t.co/GDrqU22YpT",614404,2077424,2077422,,
@AppleSupport It was restored but I don’t understand why that needed to happen for a software upgrade. My free iCloud storage apparently ran out June 26.,@476699 We're happy to help. It sounds like your iPhone may have been restored. Do you have a current backup of your iPhone?,476699,1537690,1537689,,
@AppleSupport Sometimes I’m using headphones when I️t happens sometimes I’m not and I️t still happens. I️t only started happening after the update,@626525 Are you using headphones when you see the pausing issue?,626525,2128164,2128163,,
@AppleSupport @586824 This happens to me also it’s the newest update,@586824 Thanks for reaching out! Let us know which version of iOS you’re running in DM. We’ll continue from there. https://t.co/GDrqU22YpT,431554,1982500,1982499,,
@AppleSupport No it’s not every time I try logging in it says connecting to iCloud then it just redirects me to this https://t.co/A46cKUdbAx,@575205 We want to help. Is your device currently signed in to iCloud successfully?,575205,1932987,1932988,,
@AppleSupport @365205 @116333 runs a company full of LIARS!!! #AppleSucks,@365205 That is not expected. We would like to help. To get started send us a DM. https://t.co/GDrqU22YpT,362821,1036554,1036553,,
@AppleSupport thnx the issue had been resolved.,@453533 You should be able contact us through this link:  https://t.co/IBIY3vMgPj Or DM us further details. https://t.co/GDrqU22YpT,453533,1436725,1436724,,
"@AppleSupport No, I had to replace that one with another one, cause it got damaged",@172680 We'll help out. Is this the charger that came with your iPhone? Take a look at this article: https://t.co/XjQmi8bSfX,172680,238241,238240,,
@AppleSupport Purchased via iTunes,@662073 Let's get this to show properly. Are you an Apple Music member? Is this music that was imported to your library or purchased via iTunes?,662073,2276379,2276383,,
@AppleSupport  https://t.co/sjrvXyuWKP,"@526776 We know listening to your music is important. Meet us in DM, tell us which country you're in, and some details about when this issue began. We'll go from there. https://t.co/GDrqU22YpT",526776,2507384,2507383,,
@AppleSupport Nope. Just the twitter app. Started happening when twitter discontinued their watch app.,@297377 We'd love to help with this. Does a restart of your Apple Watch and iPhone help? Is this happening with only one application?,297377,741665,741664,,
@AppleSupport iPhone 6 iOS 11,@165935 We'd be happy to look into this with you. Can you provide us which device and iOS version you're using? https://t.co/ZTw54HL4Rm,165935,210914,210917,,
"@AppleSupport Ok, thanks for the info. It’s been reported.","@776930 Yes, it's likely a phishing attempt. You can use this guide to fully report this and know what to be on the lookout for: https://t.co/LNMCdqt6fD",776930,2782072,2782071,,
@AppleSupport It restarts to the Apple logo. It’s doing it even when no apps are in use.,@141460 We want to help! Does is restart to the Apple logo or to a spinning circle? What apps are in use when this happens?,141460,114515,114514,,
"@AppleSupport Yes, and I live in Tampa so it’s a major city with full LTE coverage when I’m not by wireless. It worked perfectly fine until I updated",@315375 We are here to help. Is this happening in all locations?,315375,820172,820173,,
@AppleSupport Thank you. I have an iPhone 6s with iOS 11.0.3.,@342718 We'd like to look into this with you. What is your current iOS version? What kind of iPhone are you using?,342718,939554,939553,,
@AppleSupport Both 11.0.3,@272892 Thanks.  Does the issue occur on both Wi-Fi and cellular data?  Which exact iOS version?,272892,644117,644118,,
@AppleSupport Would to say “ hey Siri “ without is charging?! How s7 that you can to say “ ok google “ A any time. Without is in the charger?!?!,"Looking for Siri on #iPhoneX? You can either say ""Hey Siri"" or press and hold the side button to ask a question. https://t.co/XyIjiaioXi",666016,2286641,2286633,,
@AppleSupport Similarly @115888 can't play out of car speakers on @76447 i3 anymore when connected over USB,"@572847 We're here to help. When you try to record a voice memo, what specifically happens? Additionally, under Settings &gt; General &gt; About what version of iOS are you on? The latest patch is 11.1.1.",572847,2424359,2424357,,
"@AppleSupport Ever since i did the ios 11 update, my iPhone 7 plus doesnt connect to anything with the bluetooth also iPhone shuts off by itself when im on pandora",@540939 We may be able to help. What is happening with your Bluetooth? Let us know to continue.,540939,2281205,2281204,,
"@AppleSupport @155700 Sorry Apple, but you're nothing for us if you won't talk to us with our language.",@155700 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,155709,170396,170389,,
@AppleSupport  https://t.co/wfIS2ruxuH,@569822 We can help with that. Go ahead and send us DM and let us know what kind of Apple Watch band you purchased? https://t.co/GDrqU22YpT,569822,1912983,1912982,,
"@AppleSupport When it happens, I reset my watch and they will still happen. I reset my phone regularly every day.",@519320 Thanks for that. Sounds like you've got it fully up-to-date. Do issues persist after restarting both your watch and iPhone?,519320,1714720,1714719,,
@AppleSupport @182298 I’m having the problem,@182298 We’re glad you reached out. Let us know which device is having the issue in DM. We’ll help you from there. https://t.co/GDrqU22YpT,182299,277548,277547,,
@AppleSupport @195264 Are y’all ever going to respond? Just tell me you don’t want to answer my question,@195264 Thanks for reaching out to us. Can you DM us with more details of your Music issue? https://t.co/GDrqU22YpT,195265,332822,332821,,
"@AppleSupport Yes, I did. But I am not facing any of them!","@267790 Got it, thanks. To confirm, did you have a chance to try the steps in the article we sent over?",267790,646935,646934,,
@AppleSupport Will try that when I get back to my Computer,"@231601 Thanks for providing that for us. We'd like to try doing a Safe Boot of the Mac as outlined here. https://t.co/PQ4LSYhUTY This will clear some cache files and give us a good foundation. After doing the Safe Boot, reboot normally and test.",231601,489580,489579,,
@AppleSupport I can’t it doesn’t give the option the change the recovery number,@677863 We can assist with some info. You'll need access to a trusted device in order to sing in and reset info. More details here: https://t.co/y8ghmuXVpf,677863,2343857,2343855,,
@AppleSupport It started today I downloaded the new iOS 2days ago. It’s all apps either take ages to open or just shut down.,@511679 We'd like to work on this with you. When did you first notice this behavior? Does it happen with all apps or only specific ones?,511679,1683411,1683410,,
@AppleSupport It’s 11.1 and every phone call the call drops out and then when using apps the phone freezes for 10-15 seconds.,"@459694 Hey, we'd like to look into this. Can you clarify what you mean when you say that it's crashing? Also, what's the exact iOS version?",459694,1463515,1463513,,
@AppleSupport Just dm you guys,"@470503 Let's look into this together! DM us which device and iOS version you're seeing this issue on, and we'll start from there. https://t.co/GDrqU22YpT",470503,1977179,1977178,,
@AppleSupport @595893,@595892 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,595892,2015185,2015184,,
@AppleSupport Totally different character. It’s the “! ?” symbol that pops up. My friends are having the same issue. https://t.co/ZhQfTLje64,"@127416 We're happy to help. Are you saying that every time you type 'i', you get a different character, or it with certain words?",127416,1954534,1954535,,
@AppleSupport thank you! it did help :),"@207843 We're happy to help. Are you attempting to access Night Shift from Control Center? If so, try this: https://t.co/NBE76DOiEM",207843,388056,388055,,
"@AppleSupport I am having ios 11.1.2
Apps like Insta are lagging way too much
Especially when any video post shows up on insta news feed","@150593 We're here to help, let's take a look at this together and make sure your iPhone 6 is performing as you expect. Which version of iOS 11 is currently installed? Does the slowness on the device occur with specific apps and/or features, or with everything?",150593,151480,151479,,
@AppleSupport I just did this update. Thanks,"@781526 We've recently released iOS version iOS 11.1.2. This should fix the issue you're seeing. To install this version, make sure to create a backup and update using the steps here: https://t.co/KMmAcUlMLd

Let us know if we can help with anything else!",781526,2801507,2801506,,
@AppleSupport Y’all just gonna leave me on read??,"@498847 Battery life is important, and we’ll assist. As a starting point, which iPhone model and iOS version are you using?",498847,1629764,1629762,,
"@AppleSupport Thanks, I’ve sent you a DM with the info!",@584569 Meet up with us in DM at the link below so we can assist you with the issues you are having as well today. https://t.co/GDrqU22YpT,584569,1973894,1973893,,
@AppleSupport I got it to work thank you! ☺️,@203490 We're here for you. Try these steps: https://t.co/80YRnjDFDk Let us know if you have questions.,203490,369293,369292,,
@AppleSupport 11.0.3 I’ve been faithful apple y’all gotta tighten up,"@732661 We'd like to help. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",732661,2585598,2585597,,
@AppleSupport https://t.co/fucPBACKNi,@655298 We're here to help. Which iPhone model are you using and what version of iOS is installed? Check Settings &gt; General &gt; About.,655298,2285827,2285826,,
"@AppleSupport No need. I changed the settings myself.
But you guys need to up your testing before you release these things..",@513063 We're here to help. Let's meet in DM to investigate further. https://t.co/GDrqU22YpT,513063,1689956,1689955,,
@AppleSupport Did you see the picture I sent second? I have a bunch of contacts from a bunch of groups. I want to somehow merge them all into one group. https://t.co/BzPPXkCZOV,@781297 Let's figure this out together. Check out this link: https://t.co/J405QLen6o It has instructions on how to import your contacts from different sources. Let us know if you still need help.,781297,2800586,2800585,,
@AppleSupport I know all about the phone but I want to see it in person and try for myself how it works without the home button.,@361778 Hello! Thanks for your interest. Check out this link for more info: https://t.co/COYqvrDnEq Enjoy!,361778,1021680,1021679,,
@AppleSupport I have not but wouldn’t know where to even check for that,"@346413 Thank you. To confirm, have you contacted your car company to make sure an update isn't needed for compatibility?",346413,954214,954213,,
@AppleSupport yes i’ve tried all of that!,@723912 Have you tried using a different network or cellular data connection to redownload the album?,723912,2547180,2547179,,
"@AppleSupport Yes, it doesn’t change or fix a thing..",@154491 Hi. We're here to help you. Have you tried forcing your MacBook to shutdown by holding down the power button?,154491,165786,165785,,
@AppleSupport I'm looking for the quick way and found it... you do the multitasking gesture and it quickly gets you back to the first homescreen.,@593023 Congrats on your new iPhone. You can swipe right to get back to the first screen: https://t.co/gCtJSA66HY Questions? DM us. https://t.co/GDrqU22YpT,593023,2005362,2005361,,
@AppleSupport @150893 Did this get resolved. I’m having the same problem trying to update an iPad to 11.1,@150893 Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,531619,1768116,1768115,,
"@AppleSupport I’m in Canada...specifically London, Ontario.",@297945 We can point you in the right direction. Options vary by location. Which country are you located in?,297945,744245,744247,,
"@AppleSupport Yes, the text is still mangled next to Netflix in the store app after the update completed, incl after a pull down refresh. See attached. https://t.co/4rqwKObFcf",@408564 We want to help. Do you still see this text after updating these apps?,408564,1230344,1230342,,
"@AppleSupport The problem persists after rebooting it in safe mode. Only this time, instead of just showing the pinwheel, segments of the screen horizontally fade in until the page reloads. Almost like a PowerPoint slide exit.",@808561 Does this happen while using any specific applications? Have you checked to see if the issue persist after booting into safe mode? Safe mode will also clear the system cache. Let's test that out: https://t.co/PQ4LSYhUTY Let us know the results.,808561,2921524,2921523,,
@AppleSupport iOS 11.0.3 as well as previous versions of iOS have shown this problem on my device.,@371026 Let's see what's causing your iPhone to not respond properly. Were you running 11.0.3 or an earlier version?,371026,1063114,1063113,,
@AppleSupport i was just wondering how you get rid of the padlock icon at the top right of the screen? https://t.co/8YQiB4R4sl,"@790357 We’re happy to help with your iPhone. DM us the model, iOS
 Version and the issue and we can go from there.",790357,2840102,2840101,,
@AppleSupport I have the iphone 7 and got the 11.0.2 update i installed it last week since then my phone been freezing and going slow,"@296508 Let's work on it together. Which iPhone do you have, and which iOS version is installed currently? When did you install it?",296508,738034,738033,,
"@AppleSupport @342368 Due to the update, for the first time ever I looked into getting a Samsung.",@342368 We can help. Tell us what you'e experiencing and we'll get started.,342369,938112,938111,,
@AppleSupport 11.0.3?? Is it a new iOS every single day!!!!,@350848 Hello. Are you referring to making calls? Can you also confirm you iOS version? The latest is 11.0.3,350848,973379,973378,,
@AppleSupport Correct.  Any help is greatly appreciated.,"@373786 That's certainly not what we'd expect you to experience. We'll be happy to assist. You are running iOS 11.0.3, correct?",373786,1075629,1075628,,
"@AppleSupport I didn't check the time how long, but it happens usually when I'm surfing on the net or playing some game.",@324674 How long does it take to start having issues after a restart? Does it happen more with certain apps open?,324674,861955,861954,,
"@AppleSupport What part of I don’t ever, nor have I ever wanted to give you guys my card information don’t you understand",@443574 We'd love to help! This article has information on changing your payment method. None is an option: https://t.co/Y0YoIRcZa7,443574,1812292,1812291,,
"@AppleSupport @290190 Any comment on ""because slide no longer worked?""",@290190 Glad to see that it has come back. Please reach out to us in DM if you note any other issues or if the problem returns. https://t.co/GDrqU22YpT,290191,711654,711653,,
@AppleSupport This was super helpful. Would love to pin my workouts to the top of my dock.,"@436868 We're here to help. Do you have music playing? If so, check here for steps to Hide Now Playing: https://t.co/kPrTO9IGph",436868,1359137,1359136,,
"@AppleSupport It says added to library and has the cloud over to download, when I look in my library it’s not there and after returning to music later on",@753308 We want to help make sure you can enjoy your music. What happens when you try to add a song to a playlist?,753308,2676484,2676483,,
@AppleSupport updating to iOS 11.0.2 didn’t fix it ... still changing my screen brightness,@160213  You can update to iOS 11.0.2. We recommend backing up your device before updating. Click here: https://t.co/4f8hwT5to6,160213,188413,188415,,
@AppleSupport My phone froze. Had to restart to fix. What’s happening after iOS 11 update.,"Introducing the new Control Center in iOS 11. Now customizable.
Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ",177845,6690,6658,,
@AppleSupport iOS11.0.3 - Thanks!,@490349 We'd love to help out here and your thoughts are welcome. Can you let us know the full iOS version you have installed?,490349,1596050,1596049,,
@AppleSupport I do everything still can't to activate from iTunes or Sim card,@472118 We'd love to help you get your iPhone activated! Check out this article for steps to move things along: https://t.co/ywHIZGN4Ac,472118,1517715,1517720,,
@AppleSupport When’s the upgrade program for watches? I would reallly like a new one,"@222739 We understand your concern for sure! If you'd like to leave feedback about this, please do so here: https://t.co/oWzjJxkvlC 

Our engineers read all feedback received, but are unable to respond.",222739,453981,453979,,
@AppleSupport Im running the latest firmware i close all of my apps,@739947 We’d like to help get your iPhone running faster.  Any particular apps running slow?  Which iOS version are you currently running?  You can check under Settings &gt; General &gt; About.,739947,2618330,2618329,,
"@AppleSupport Yup, it’s even running on 11.1 (beta) now 😅",@200560 We're glad to assist. Have you updated to the latest iOS 11 iteration of 11.0.2?,200560,356132,356131,,
@AppleSupport All it says is my iwatch is offline,@531070 This article has more details on what to do if you can’t locate your Apple Watch: https://t.co/k4LEHsskAE,531070,1765880,1765879,,
@AppleSupport All apps are lagging and phone calls are silent. No sounds at all,@272954 Hi. That's not the experience we'd like you to have with the new iOS. What trouble are you having?,272954,644385,644386,,
"@AppleSupport Twitter, Snapchat, Instagram, any games.",@424246 We'll be glad to look into this with you. Are you experiencing the freezing when using any specific apps?,424246,1301856,1301855,,
"@AppleSupport The latest update, happens with snapchat, tinder, Facebook and my calls/texts 😭",@432328 Let's work on it together. Which version of iOS 11 is installed currently? Which app is in front when these things happen?,432328,1338976,1338975,,
@AppleSupport Great. Thank you,"@456048 Thank you for letting us know! The update fixes this issue on your device when you type, but you'll still see this issue happening for others when they type because they haven't updated yet. Please feel free to reach out to us again if you need any other help.",456048,2682048,2682049,,
@AppleSupport Thanks but a restart fixed it.,"@671679 Hey there! Thank you for contacting us for support. We definitely want to make sure your Apple products are working smoothly. We're here to lend a hand. For starters, could you tell us which Mac and macOS version you're using?  We look forward to your reply.",671679,2316596,2316595,,
"@AppleSupport For an Apple gift card, surely :D",@432096 We'd like to look into this update issue with you. Could you join us in DM and we'll take a closer look? https://t.co/GDrqU22YpT,432096,1338046,1338045,,
"@AppleSupport These don’t help. The screen is completely smashed, and the screen is ruined https://t.co/QfMJWxb6T3",@744972 We can help with that. These steps can help with your iPod Touch having issues with the display: https://t.co/8MvHMFZ83h,744972,2639729,2639728,,
@AppleSupport Thanks. Couldn’t get the erase button in iTunes. But set it to erase in iCloud. Left it pending. Will try recovery mode when Back w client,"@166022 Let's help you regain access. In this scenario, check out: https://t.co/F1QfwW1u1N",166022,211171,211172,,
@AppleSupport It does at first and then immediately does not,@244881 What happens when he tries to charge the iPhone? Does it detect the charger as being plugged in?,244881,538647,538646,,
@AppleSupport @AppleSupport none of these works for my iphone 7 plus. Regret the purchase.,"@375680 Hey, we can help with the battery life. Have you tried the suggestions here?: https://t.co/bivpdfBNJ6",375680,1083941,1083940,,
@AppleSupport It appears this happens much more when the phone is in low power mode.,@454037 Got it. Can you DM your complete software version number from Settings &gt; General &gt; About? https://t.co/GDrqU22YpT,454037,1439362,1439361,,
@AppleSupport 11.1.2. I am the update fanatic.  Same update stopped shopify app from working on my watch. Watch doesn’t update shopify any more - they say talk to you.,@686577 Thanks for reaching out. Which specific iOS version are you using currently?,686577,2381313,2381314,,
@AppleSupport Looks like issue is now fixed 👍,"@337328 Let's update and see if the issue continues. As always, we do recommend a backup before updating: https://t.co/80YRnjDFDk",337328,915272,915271,,
@AppleSupport Sent you a dm,"@563691 We'd like to hear more, in DM, about what happens when things are crashing. Is the iPhone restarting or are apps quitting? https://t.co/GDrqU22YpT",563691,1890205,1890204,,
"@AppleSupport I face a difficulty to discus with them ,then to solve my problem due to my country were there is none Apple Store","@274459 Thanks so much for reaching out to us today. For this particular issue, we'd like to have you reach out to our support team in the iTunes Store, they'll be able to take a closer look into this for you. You can contact them through this link: https://t.co/SDIe7UiyJN",274459,649779,649777,,
@AppleSupport Atall and although I'm given a option to reset my password on iMessage every time I make a new one it won't accept my old or new ☹️,"@194984 Just to clarify, are these Keychain prompts, or something else? Also, do you receive prompts from the Keychain or other programs?",194984,331683,331682,,
@AppleSupport Nope I turned the orientation lock off. I checked before I tweeted this. The symbol beside the battery is the Bluetooth.,"@279055 We want you to love iOS 11 as much as we do, and we’ll assist. Do you have orientation lock enabled in Control Center?",279055,2550305,2550303,,
@AppleSupport Seems to be working for Now after repairing,@128098 Let's next unpair and then pair them again. This article has the steps: https://t.co/UCuy0qGg07,128098,53543,53542,,
"@AppleSupport I connect only to Apple TV, but the bug is in Safari. Basically the new iOS 11 video auto start blocking does not consider that if phone is connected to Apple TV all videos in browser will play there. So auto start isn't blocked in that case and its very annoying.",@718861 Do you AirPlay to devices other than your Apple TV? We ask to be sure we're isolating the issue. Please DM us. https://t.co/GDrqU22YpT,718861,2527053,2527052,,
"@AppleSupport Thanks, but that doesn’t answer any of my questions.",@401296 That's a great question. Please visit us here for more assistance:  https://t.co/8yjRd1Xo0i,401296,1197190,1197189,,
@AppleSupport Just one. I only have the iPad mini n idk what it is on haven't updated it for a while,@467770 Can you tell us what device and OS version we're currently working with?  Does this occur on all devices or just one?,467770,1497866,1497865,,
"@AppleSupport Yes it does. I’ve deleted apps, reinstalled them, closed them, restarted my phone, but nothing seems to work. It still slows down, freezes, and crashes",@258012 Thanks for clarifying that for us. Does the iPhone slow down at all before it freezes?,258012,584794,584793,,
@AppleSupport This is just a work around. What caused this and what is the permanent solution?,@489161 Let's try the steps listed in this article. https://t.co/xU1AGHStV6. Let us know if you need any further help.,489161,1591107,1591106,,
@AppleSupport I appreciate your response &amp; will look into your suggestions. Thanks,"@652831 Thanks for reaching out. You can attempt to use a third party app to help with spam phone calls: https://t.co/l196mimriF If needed, you can also reach out to your carrier for further assistance with unwanted phone calls.",652831,2238893,2238892,,
@AppleSupport iPhone 7. Twitter. Spotify premium,@755518 Let's look into this together. Which device are you using? Are you using the Music app to listen to your music or another app? Which app are you using to view GIFs when the music stops?,755518,2686696,2686695,,
@AppleSupport ok,@309451 We'd like to take a closer look with you. DM us about this issue and we'll continue together there. https://t.co/GDrqU22YpT,309451,794589,794588,,
@AppleSupport 11.1 - and it hasn't made anything better than the last dodgy IOS 11 versions that were released.,@407124 We can help out. What iOS version are you currently on?,407124,1679138,1679137,,
@AppleSupport No just volume with a line  comes on screen with mute underneath.,"@150607 When this happens, does the on-screen volume display appear to have been turned down?",150607,151529,151528,,
@AppleSupport i just have to do a quick reset (volume button up/down and then off button) and then it comes back on as normal,"@135579 Certainly not the experience that we want for you to have with your iPhone, but we're here to help out and get you back to the expected experience. When you have to reset the device, what steps do you take?",135579,2343663,2343662,,
@AppleSupport And it takes 5-10mins to reboot for some reason...,"@769543 That's not the normal behavior for High Sierra at all, so let's check this out. Did you happen to notice if it's the same apps giving you trouble? If so, which ones?",769543,2748356,2748353,,
@AppleSupport Thanks so much! Restarting the phone and it’s working now.,@366114 Let us know more about what your car manufacturer suggested via DM and we'll investigate further in order to find a solution. https://t.co/GDrqU22YpT,366114,1327366,1327365,,
@AppleSupport It doesn’t happen when using an app. The phone totates the screen at its will! Even if untouched...,@563412 We'd like to help with your new iPhone. Please DM us details on which apps you're using when it stops responding. https://t.co/GDrqU22YpT,563412,1889264,1889263,,
@AppleSupport I restarted my phone n now all my text messages are gone. I'm gonna throw my phone,"@291951 Let's work together on the typing and texting. Tell us, what's happening when you go to type? Does it happen in all apps?",291951,718088,718087,,
@AppleSupport @90690,"@669887 We've got you covered. For more information, please visit: https://t.co/xXaXeeSRt9",669887,2309653,2309652,,
@AppleSupport I have my phone on low power mode it shouldn’t be adjusting by itself and it’s an iPhone 7,@411700 You can adjust auto-brightness with these steps: https://t.co/bkqEVCrK2l What's your model and have you tried any steps so far?,411700,1243404,1243403,,
@AppleSupport How to send a message directly,@167309 We can help. Send us a Direct Message and let us know what kind of iPhone you have and what version of iOS it is running. https://t.co/GDrqU22YpT,167309,215774,215773,,
@AppleSupport it was the supplemental high sierra update,@184720 Let's see why you're having trouble with High Sierra. Was this an upgrade or was the computer restored and installing new?,184720,288476,288475,,
@AppleSupport Hello @115858 no I do not have update available on the @118936 and yes is not installed... any reasons why is not installed in my #iphone6,@230307 Great question. This icon indicates the app is not downloaded. Do you have any updates available in the App Store? Have you tapped the app icon for this app?,230307,484538,484537,,
"@AppleSupport Thankyou! - Apple Watch Series 3 (GPS only), running watchOS 4.0 paired to an iPhone 6S Plus running iOS 11.0.3","@431488 We want to help with this. So we can take a closer look, which Apple Watch model are you using and which software version?",431488,1335276,1335275,,
@AppleSupport Already updated and it’s still not fixed!!!!!!!,"@278212 We recently released an iOS update, 11.1.2, that contains a fix for auto-correct issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",278212,663869,663874,,
@AppleSupport This is the update I’m having a problem with the 11.1.1 update it’s horrendous!!! I have the iPhone 6+ and it is slow and freezes regularly when typing a message it’s very frustrating!!!,"@670382 We recently released an iOS update, 11.1.1. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",670382,2311591,2311590,,
@AppleSupport Heating problem after updating to ios 11,"Pick the perfect frame with Live Photos in iOS 11. Here's how to select a new key photo.
Learn about Live Photos: https://t.co/vBdGwPIet0 https://t.co/KB8FZjc3G7",293441,188636,188628,,
"@AppleSupport DM you?!
 So you keep ignoring me again and again ?",@561675  Hey there! We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT,561675,1882144,1882142,,
@AppleSupport Here what you want... thanks for your help https://t.co/D3w5ICXyfw,@814878 We know how important it is for the Messages app to work as expected and we're happy to help. Which model iPhone and exact iOS version are you using? You can find this by going to Settings &gt; General &gt; About.,814878,2950915,2950914,,
"@AppleSupport Why everytime i listen to music siri opens at random or it stops or goes 3 times faster, since the update of #IOS11",Keep your favorite notes at the top of the list. Here's how to pin a note in iOS 11.  Learn more about Notes: https://t.co/UxvcESWr6u https://t.co/kjgS3MK8lN,160207,178671,178654,,
"@AppleSupport I got past this, reached the terminal option but the the dialogue box where one has to type the new password was blocked - couldn’t type in it",@790411 Let's figure this out together. Did you perform any steps or updates before this happened? Have you tried restarting your Mac since it became stuck on this screen?,790411,2840391,2840390,,
@AppleSupport You fixed the calculator problem? Where it can’t calculate 1+2+3 unless you leave 5 seconds between buttons?,"@131781 Once you get a chance to update your iOS version, test out your iPhone. DM us if you still see the issue: https://t.co/GDrqU22YpT",131781,2271694,2271693,,
@AppleSupport  https://t.co/Pum1l3jnAd,"@190289 What version of iOS 11 are you currently running? Also, what other issues are you having?",190289,2008456,2008454,,
@AppleSupport I never heard back lol,@200275 We would like to look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,200275,354566,354565,,
@AppleSupport Just received the phone through @115725 it immediately started jumping from screen to screen hitting numbers. Thought it was because Of restore but has cont..,"@387649 We're here for you! Let us know a little more about what you're experiencing, and we'll partner together to get it sorted out.",387649,1136074,1136075,,
@AppleSupport It is not a problem with my internet as I’m able to watch videos at the same time,@354458 We want to check this out. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,354458,989741,989740,,
@AppleSupport  https://t.co/i35StbD2bE,@577408 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,577408,1941665,1941666,,
@AppleSupport I’m sorry but that didn’t fix a thing 🤷🏽‍♀️,@528882 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,528882,1756425,1756424,,
@AppleSupport Okai ty,@391264 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,391264,1152803,1152802,,
@AppleSupport Issue sorted.Thanks,@219174 We'll help out. Start by doing a Safe Boot of the Mac as outlined here. https://t.co/PQ4LSYhUTY Let us know how that goes.,219174,2205860,2205859,,
@AppleSupport  https://t.co/8TmQdma8bQ,@136618 That should not be happening. Let us help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,136618,94867,94865,,
@AppleSupport I'm using ios 10.3.3,@513263 You can find your specific iOS version in Settings &gt; General &gt; About on your iPhone.,513263,1690637,1690636,,
@AppleSupport That’s stupid 🙄,@665494 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,665494,2291315,2291314,,
@AppleSupport I never use Bluetooth but i use the control setting to turn WiFi on/off.,"@172855 Are you using the Control Center for your Wi-Fi and Bluetooth, but noticing it still shows on under Settings? We want to help.",172855,239288,239287,,
@AppleSupport Yani diyorumki the top notification screen sometimes disappears after iOS 11.1 update canım 😕,@503582 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,503582,1648405,1648404,,
@AppleSupport do you know why my 1st generation iPad mini is so useless? It’s very slow and connects with a lot of difficulty to the internet. even the recovery does not remedy to the problem,@754868 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,754868,2683869,2683868,,
@AppleSupport Still having trouble 🙁,"@569881 Thank you for taking the time to reach out to us about your daughter's iPhone. We want to help. Let's start by taking a look at the suggestions here: https://t.co/4Kux8rhhGX Let us know if she's still having trouble, and we'll take a closer look.",569881,1913181,1913180,,
@AppleSupport WiFi &amp; 4G,"@231163 Is this happening with videos recorded by your iPhone as well, or only when you are watching videos using apps such as YouTube, Twitter, etc.? Are you connecting to cellular data or Wi-Fi when noticing this behavior? Also, does restarting help at all?",231163,488007,488006,,
"@AppleSupport No, it does not have any damage. I used a backup but I'm planning to restore my phone as new",@766815 Does the device have any physical or liquid damage to it? When resetting the device did you use a backup or restore your phone as new?,766815,2736397,2736398,,
@AppleSupport 11.0.3 on my iPhone. Several apps have stopped working since the update. A message says to let the developer know.,@659600 We'd be happy to look into the issues you're experiencing. Which device and software version are you using?,659600,2266079,2266080,,
@AppleSupport Thank you - have messaged. Leaving my original post as this seems to be a widespread issue for anyone in existing device+new iOS.,@718902 We want your device to run efficiently. We're here to assist. Please meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT,718902,2524581,2524580,,
@AppleSupport The information has already been sent to you in correspondence. Iphone 5s. And all except ip6s,@423106 We'd like to see if we can assist. Meet us in DM with what model of iPhone you have and we will proceed from there. https://t.co/GDrqU22YpT,423106,1890749,1890748,,
@AppleSupport Same as on IOS 11.0.3,@284454 Thanks! How about charging after that update?,284454,1925506,1925505,,
